weight,height,body_fat,muscle_mass,water_perc,goal,training_days,cardio_minutes,strength_sessions,sets,reps
56,155,34,28,64.08691903246601,Muscle Gain,5,48,4,3,11
98,194,27,29,47.565535449251314,Muscle Gain,6,80,4,3,10
74,153,13,37,45.99615755166844,Weight Loss,5,207,3,3,16
95,183,12,36,46.8781992966206,Weight Gain,3,65,3,3,7
74,175,33,33,52.06275586562353,Weight Loss,5,284,2,2,19
107,150,19,39,62.75636229929997,Muscle Gain,5,53,4,4,8
53,156,18,35,62.04730698524087,Muscle Gain,4,79,4,3,8
101,166,14,32,48.30801809002718,Weight Loss,6,240,3,3,16
93,188,25,28,55.30994951953981,Weight Gain,4,35,4,4,6
79,175,30,33,54.972670128805575,Weight Loss,4,259,2,2,12
68,156,26,20,47.35199233197404,Weight Gain,4,20,3,4,6
86,180,21,22,49.278675656020944,Weight Gain,3,35,3,4,9
91,195,11,22,51.35091315310676,Muscle Gain,4,60,5,4,11
108,170,19,28,51.77872439874052,Weight Loss,5,274,2,3,12
109,195,14,36,57.895872049214994,Weight Loss,6,151,3,2,18
80,161,28,31,51.019045528231764,Muscle Gain,5,73,4,3,7
84,171,14,30,57.7091435923778,Muscle Gain,4,73,5,4,9
53,167,28,23,47.13512660988826,Weight Loss,6,253,2,3,12
90,187,30,38,49.5788467227889,Weight Loss,4,157,2,2,13
63,158,24,26,62.79862111780196,Weight Loss,4,227,3,3,12
100,154,31,39,47.64661112240183,Muscle Gain,6,86,5,3,11
90,163,14,30,60.87182394404647,Weight Loss,5,162,2,3,19
71,183,33,36,47.320347742460065,Weight Loss,5,302,2,3,17
65,166,16,31,59.886736856434,Weight Loss,5,275,2,2,15
63,153,22,38,53.71680737745452,Muscle Gain,6,75,5,4,8
105,153,10,21,59.63215888737048,Weight Gain,3,54,4,4,8
93,182,18,36,54.89236030220064,Weight Gain,4,24,3,3,9
91,172,29,39,54.895144791716085,Weight Loss,4,257,2,3,16
104,160,22,33,61.13798695839378,Weight Loss,4,260,3,3,13
109,199,21,33,54.302471982955595,Weight Gain,4,58,4,3,9
98,199,12,29,61.10022598163447,Muscle Gain,5,61,4,4,8
51,170,15,35,45.516143363824625,Weight Loss,6,209,3,2,14
60,198,11,22,61.51516915233937,Muscle Gain,5,96,4,3,8
77,174,20,38,62.17502518381784,Muscle Gain,4,46,5,4,7
62,154,29,21,52.078116525137176,Weight Gain,4,46,4,4,7
104,177,19,36,63.93127685957488,Muscle Gain,4,56,5,4,7
108,185,23,23,58.852268868502016,Weight Loss,4,210,3,2,13
105,153,34,24,61.027444997509185,Muscle Gain,4,35,4,3,9
56,181,17,34,60.05885775367275,Weight Loss,4,194,3,2,14
91,168,20,34,47.81169662497794,Muscle Gain,4,39,5,3,8
106,164,16,29,62.21303774775234,Weight Gain,4,52,4,4,7
72,199,32,23,63.13745663638106,Muscle Gain,5,72,5,4,6
55,156,28,31,50.45834320648743,Muscle Gain,4,76,5,4,9
77,163,31,31,63.482958982733976,Muscle Gain,5,79,5,4,10
88,190,34,31,54.80716070330375,Weight Gain,3,41,4,3,7
54,167,25,29,53.98686105003643,Weight Loss,5,150,3,3,12
66,177,15,34,45.668060131548685,Weight Gain,4,35,3,3,8
76,198,30,23,64.31987484816652,Weight Gain,4,46,4,3,9
68,158,16,32,61.38329000192459,Muscle Gain,4,37,5,4,6
102,189,12,21,47.104837961553045,Muscle Gain,5,81,4,3,6
95,164,12,34,51.29035144418211,Weight Gain,4,29,4,3,8
69,173,15,25,51.373503074657314,Weight Loss,4,285,3,3,13
65,159,10,23,64.06153178716042,Weight Loss,5,156,3,3,12
105,185,30,34,52.36540650890242,Weight Loss,5,168,2,3,16
50,161,23,25,53.21033280725101,Weight Gain,4,25,3,4,7
69,170,11,29,60.72201293215342,Weight Gain,3,41,3,4,9
104,181,26,21,48.19925834935309,Muscle Gain,6,61,4,3,10
96,199,28,35,57.42769216147658,Weight Loss,5,198,3,2,15
95,193,12,29,51.58191760629519,Weight Gain,5,40,3,3,9
50,173,32,31,58.86933811928054,Weight Gain,4,48,3,4,9
96,163,28,28,57.6763081245989,Muscle Gain,6,60,5,4,8
79,171,32,28,59.88829428071135,Weight Gain,4,27,3,4,6
85,160,14,37,51.03678240495031,Weight Gain,4,54,3,3,7
95,154,15,35,64.95924132191372,Weight Gain,4,47,3,3,6
70,199,17,22,46.31255990671481,Weight Gain,5,47,3,4,9
57,168,15,34,52.87769269883234,Muscle Gain,4,22,4,3,8
100,196,14,30,55.87596989609216,Muscle Gain,6,34,5,3,6
87,192,30,33,62.04428413445959,Weight Loss,4,178,2,2,17
74,181,34,27,50.49273759633966,Muscle Gain,6,82,4,4,8
85,193,22,33,57.73060618827967,Weight Gain,4,37,4,4,9
104,176,22,22,57.08479020664285,Muscle Gain,4,88,5,4,8
81,187,17,26,57.302531651006234,Weight Gain,3,32,3,4,6
89,192,27,32,45.22398610511408,Weight Loss,4,253,2,2,17
53,163,13,21,59.490813481219625,Muscle Gain,5,40,5,3,7
77,195,30,27,55.17752502818669,Weight Gain,3,68,3,4,8
64,176,26,27,57.05817622849371,Weight Gain,3,64,3,3,7
104,152,26,33,46.36695236379382,Weight Gain,3,20,4,4,6
66,177,27,27,48.152226981257364,Weight Gain,3,51,4,4,7
61,160,29,38,64.03207124999577,Muscle Gain,5,53,4,3,10
50,191,26,23,50.47743639410742,Muscle Gain,5,33,5,4,8
96,157,32,29,53.57708722613277,Muscle Gain,5,46,4,3,8
82,163,25,20,51.98970364616202,Weight Gain,4,36,4,4,7
69,198,23,33,62.65950999661794,Weight Gain,4,28,4,3,6
71,168,30,20,54.62870691915211,Weight Loss,5,181,2,3,14
59,180,22,39,47.53443341905354,Weight Gain,3,38,4,3,6
105,157,27,28,53.42382759650782,Muscle Gain,4,83,4,3,11
90,169,19,23,46.989818673247456,Weight Gain,4,20,3,3,9
58,192,12,31,55.60495052732485,Muscle Gain,4,30,4,4,8
78,189,10,23,58.68457421776051,Weight Loss,5,211,3,3,12
67,198,34,20,55.15568373902242,Muscle Gain,4,71,5,4,11
54,183,16,22,57.66137219730214,Muscle Gain,5,43,4,4,8
78,159,32,26,55.447666108534705,Weight Gain,4,41,4,4,9
80,182,29,26,46.62375574100862,Weight Loss,5,288,3,3,18
104,159,25,25,62.15175351524803,Weight Gain,5,24,4,3,6
91,194,26,26,60.671120332848524,Weight Loss,5,164,3,3,18
105,180,13,22,58.5119973634825,Muscle Gain,5,66,4,4,10
70,197,20,29,51.95270173952403,Weight Gain,3,42,4,4,7
98,192,29,34,51.81832818384181,Weight Gain,4,49,4,4,7
108,188,32,30,45.07073247406449,Weight Gain,5,44,4,4,9
56,185,32,24,62.091303378824804,Muscle Gain,4,35,5,3,7
67,189,20,34,64.2768570318772,Weight Loss,5,150,3,3,19
81,191,13,31,55.12743347090291,Muscle Gain,5,58,5,3,7
61,150,29,37,57.25601144272262,Weight Loss,5,151,3,2,18
58,194,29,33,60.22120767934952,Weight Loss,5,184,3,2,16
68,178,31,25,61.16729380353633,Weight Loss,6,156,2,3,18
70,195,16,36,46.740671301831085,Muscle Gain,5,39,5,3,7
101,163,12,26,52.109197037682776,Weight Loss,4,269,3,3,18
76,173,17,32,51.41762798073287,Muscle Gain,5,41,5,4,9
91,198,24,25,58.12455980817613,Muscle Gain,6,40,4,3,7
85,176,18,24,63.75506031022967,Muscle Gain,4,53,4,3,11
74,181,12,26,51.427399114817405,Weight Gain,3,44,3,3,9
73,180,16,33,46.4273402777876,Muscle Gain,5,58,4,4,9
91,165,32,30,58.98354862923146,Weight Gain,3,37,3,4,9
50,181,17,27,53.6996039577609,Muscle Gain,5,60,5,3,7
108,159,28,33,55.01877383499789,Weight Gain,4,29,3,4,6
59,176,30,28,50.976061281665494,Muscle Gain,4,91,4,4,6
109,175,15,38,58.9160462965156,Weight Loss,4,278,2,3,12
76,150,34,36,52.93585762931306,Weight Gain,4,27,3,4,9
83,175,18,39,50.644571922362225,Muscle Gain,4,63,5,4,6
93,175,34,24,56.4148748346664,Weight Gain,5,36,3,3,6
69,172,20,31,54.362247809098534,Muscle Gain,5,41,4,3,11
109,153,27,20,56.980252742292244,Muscle Gain,4,59,5,4,8
82,151,11,24,51.22811290089756,Weight Gain,4,46,3,4,7
50,155,20,21,54.93354547155455,Muscle Gain,5,43,4,4,10
62,167,29,32,50.852254548469304,Muscle Gain,6,57,4,3,11
50,189,26,34,45.85566536494536,Muscle Gain,5,68,5,4,10
82,156,18,20,62.35288065824,Weight Gain,3,25,4,3,9
94,192,28,27,53.63433770053222,Muscle Gain,4,47,5,3,9
54,165,24,29,49.789774291402594,Muscle Gain,5,77,5,4,10
72,162,18,36,59.297119484008185,Weight Loss,4,258,2,3,15
58,194,26,36,58.40403258681253,Muscle Gain,5,88,4,3,9
91,151,13,36,48.54270909586005,Weight Gain,4,50,4,4,6
76,178,33,23,59.04597239275782,Weight Gain,4,33,3,4,8
62,189,34,39,56.40915830575722,Weight Loss,6,203,3,2,15
86,196,17,26,49.86687766980246,Weight Gain,3,41,4,4,7
67,195,19,26,59.79406268895636,Muscle Gain,4,31,4,4,7
57,159,26,25,53.52881590584864,Weight Loss,6,204,3,2,15
55,179,34,27,50.7587549634283,Muscle Gain,5,71,5,4,7
63,177,20,25,50.46023991080064,Weight Loss,4,140,2,3,17
81,173,13,21,59.02981231058726,Weight Gain,4,32,3,3,6
93,174,32,31,48.09128013299765,Weight Loss,4,275,2,3,12
93,153,22,23,45.00315489156114,Muscle Gain,4,51,4,3,9
83,176,30,34,53.88128982841062,Weight Loss,4,278,2,2,15
53,153,20,26,47.432363136392986,Muscle Gain,5,62,4,3,9
68,168,21,39,54.55754611306115,Weight Loss,6,189,3,2,16
97,167,21,24,64.95568775640129,Muscle Gain,5,60,4,3,6
79,179,22,29,54.00881990851866,Weight Gain,5,33,3,4,7
81,173,16,32,52.760985401168284,Weight Loss,5,242,3,2,18
75,171,21,20,50.225747206736756,Weight Gain,5,41,3,3,9
63,193,17,37,58.677679468925405,Muscle Gain,6,68,4,3,7
103,154,19,39,59.09940667614411,Muscle Gain,6,31,4,3,10
53,170,33,31,62.555166843854664,Weight Loss,4,216,2,2,13
100,160,26,31,53.02671886198852,Weight Loss,4,230,2,2,12
80,169,17,25,59.47845342386131,Weight Loss,4,157,2,2,14
83,162,31,35,45.622714758611394,Weight Gain,4,67,4,4,7
88,152,14,20,60.47358692958501,Muscle Gain,5,95,4,3,7
54,180,28,32,64.19668762797754,Weight Gain,4,24,4,4,9
92,158,32,30,63.199101265452185,Weight Gain,5,58,4,3,7
60,155,12,33,59.98231158051741,Muscle Gain,4,41,4,4,6
93,164,14,25,55.87087829298884,Muscle Gain,5,57,4,4,7
81,192,20,33,59.52882716214833,Muscle Gain,5,50,5,3,6
89,167,12,26,62.98290576890032,Weight Loss,5,197,3,2,15
75,176,15,24,49.16653835456083,Muscle Gain,5,81,4,3,7
52,167,33,25,57.73915236041599,Weight Gain,4,33,3,3,8
72,161,29,37,53.824917528623544,Weight Loss,5,275,2,2,17
84,177,28,20,56.3237196863475,Weight Gain,3,27,4,4,8
104,184,27,38,51.905489888371434,Muscle Gain,5,53,5,4,10
50,163,17,21,51.03558446272553,Weight Gain,4,29,3,3,7
103,196,13,26,59.14192152322223,Weight Gain,3,32,4,4,8
95,160,15,20,64.47881167146514,Weight Gain,3,47,3,3,9
71,153,34,29,49.64369566940584,Weight Loss,4,189,2,2,17
50,183,12,28,57.02735253980133,Weight Gain,4,29,4,3,6
54,174,26,27,47.58806001197136,Weight Gain,4,55,3,3,8
103,176,17,28,51.48055911267696,Weight Gain,3,44,4,4,7
82,156,12,33,49.62351766274789,Weight Loss,5,171,3,3,17
74,187,15,37,52.30102555083611,Muscle Gain,6,87,5,3,7
93,175,32,20,47.11557813788134,Weight Loss,5,256,2,3,16
68,150,32,20,61.41564898345808,Weight Loss,4,288,2,2,13
71,198,22,31,62.04021698976753,Weight Loss,4,279,2,3,14
78,154,30,27,62.4429371971775,Muscle Gain,4,34,5,3,8
79,152,28,38,62.23888183161982,Weight Gain,3,49,3,4,6
74,155,27,20,54.70506509186454,Muscle Gain,4,75,5,4,6
61,178,34,38,47.226286429551,Weight Gain,3,51,3,4,9
87,166,11,27,45.78301088554156,Muscle Gain,5,38,5,4,6
78,155,10,26,49.18839633600562,Muscle Gain,4,22,4,3,10
97,171,31,33,64.13455255828926,Muscle Gain,6,53,5,3,10
84,178,21,20,45.78780325779373,Weight Gain,3,20,3,4,7
70,180,29,30,46.5606374130771,Weight Gain,4,31,4,3,8
100,151,24,22,49.27845740999435,Weight Gain,4,53,4,4,9
106,179,31,33,45.22865353344408,Muscle Gain,5,79,4,3,7
105,175,24,36,54.9224338828289,Muscle Gain,4,45,5,3,8
96,187,21,21,62.77573533432435,Weight Loss,5,216,2,2,13
56,171,23,24,54.23999014728416,Weight Loss,5,176,2,3,16
67,174,17,21,45.16401418855291,Muscle Gain,6,44,5,4,11
102,178,32,20,64.71267240175408,Weight Gain,4,48,3,3,9
83,188,28,32,58.19463064521514,Weight Loss,5,202,3,3,12
90,161,18,37,58.1229942900633,Weight Loss,5,215,3,3,18
51,168,15,29,47.90583423931563,Weight Gain,5,28,3,4,9
57,164,11,20,52.10898927160957,Weight Loss,4,163,2,2,14
98,197,25,39,59.29374898869908,Weight Loss,4,233,2,2,13
55,151,33,36,45.31548779542892,Weight Loss,5,257,3,3,19
92,198,34,29,62.42545815234789,Muscle Gain,5,44,4,4,6
83,197,26,22,57.75252869892528,Muscle Gain,6,87,5,3,9
91,154,28,30,47.40799933362576,Muscle Gain,4,47,5,4,9
100,197,20,21,56.462558465451295,Weight Loss,5,268,2,2,16
74,173,15,20,53.8464880673242,Weight Loss,5,282,2,3,19
70,169,30,29,45.312212445154586,Muscle Gain,4,68,5,4,7
86,151,21,23,63.26491238976632,Weight Loss,4,169,2,3,15
61,186,32,37,54.22097934437671,Muscle Gain,6,60,5,3,7
85,182,24,37,62.422763003243105,Weight Loss,5,232,2,2,19
103,156,15,20,47.73390148978073,Muscle Gain,5,66,4,3,10
90,168,31,23,53.01877471992719,Muscle Gain,5,90,5,4,7
65,151,13,39,59.77654874702359,Weight Gain,3,20,3,4,6
51,169,11,21,47.684768381874875,Muscle Gain,5,82,4,4,6
109,196,21,30,61.134295360894555,Muscle Gain,5,82,4,3,7
104,179,24,30,64.13097817458413,Weight Loss,5,169,2,3,16
60,163,32,35,64.72711591011482,Muscle Gain,5,36,4,4,10
68,154,13,32,56.83337641187008,Muscle Gain,5,57,4,3,11
53,154,18,32,46.073943758787486,Weight Gain,4,57,3,3,6
64,169,29,32,46.573673138837954,Weight Loss,5,267,3,3,17
62,178,14,32,57.8586241632152,Muscle Gain,6,98,4,3,8
64,175,31,29,58.65928837377375,Weight Loss,4,155,2,3,14
72,150,12,22,52.714646557996666,Weight Gain,4,27,3,3,7
106,198,17,27,47.43503995295357,Muscle Gain,5,78,4,3,10
75,186,25,28,52.62621279904156,Weight Gain,4,53,3,4,7
92,178,17,38,57.77398189766345,Weight Loss,5,300,3,3,12
87,197,25,20,50.54751626666603,Muscle Gain,5,30,5,4,7
100,166,26,20,63.71601952109242,Weight Gain,4,43,3,3,9
71,174,19,36,57.98485465675941,Weight Gain,3,38,3,4,6
69,184,13,29,46.93153161411328,Muscle Gain,4,46,4,3,6
68,157,19,30,56.255910704165025,Muscle Gain,5,62,5,4,6
70,190,18,29,64.54077507232884,Weight Loss,5,269,2,2,16
94,189,21,20,63.837501002945054,Weight Gain,4,30,3,3,6
96,183,28,22,57.06583021224034,Weight Loss,6,305,3,3,16
78,191,33,36,49.36846257326119,Weight Gain,4,48,3,3,9
61,184,15,33,62.66331355951235,Weight Loss,6,255,2,2,19
64,194,15,34,52.475068408459066,Weight Gain,5,40,3,4,8
87,158,11,23,57.301466800370214,Weight Gain,4,47,4,4,9
106,165,20,29,60.0904661485113,Weight Gain,4,29,3,4,8
89,176,23,25,51.3305630039594,Muscle Gain,5,50,4,3,7
108,178,26,31,59.23764170458578,Weight Gain,4,36,3,3,6
102,152,27,36,56.39415701139866,Weight Gain,5,21,4,3,8
90,168,11,38,49.66100197049231,Weight Loss,4,227,2,3,17
107,198,26,33,49.97072004025672,Weight Gain,4,29,4,3,8
82,184,32,24,58.133139132456904,Weight Loss,4,198,3,3,16
50,178,13,38,50.972920271734836,Weight Loss,4,269,3,3,14
66,183,20,26,56.73178801108979,Muscle Gain,4,58,5,4,8
99,191,14,34,57.555972954060756,Muscle Gain,6,53,4,3,6
108,168,27,21,50.85448875679543,Weight Loss,5,268,3,2,18
100,150,22,30,52.63419638187084,Muscle Gain,5,57,4,4,6
86,172,33,25,47.175732177691216,Muscle Gain,6,75,5,3,7
66,186,12,23,48.572158186473054,Weight Gain,4,30,3,4,7
66,195,29,31,63.66517335161708,Weight Gain,5,42,4,4,7
94,168,31,32,53.350456122150604,Muscle Gain,6,31,5,4,8
98,164,28,28,64.42348810279917,Muscle Gain,6,44,4,3,6
61,197,10,34,58.40805782032728,Weight Loss,4,260,2,3,18
56,192,26,37,51.68492748314263,Weight Loss,4,175,2,2,19
70,152,32,33,46.23587621480041,Weight Loss,5,229,3,3,14
69,161,26,34,51.05458754379414,Weight Gain,4,50,3,4,6
107,159,18,21,64.07312901926542,Muscle Gain,5,67,4,4,7
97,177,27,39,54.87597791431492,Muscle Gain,5,84,5,3,10
64,159,33,28,62.27733511976417,Weight Loss,4,214,3,2,13
74,197,21,28,64.92293661866677,Weight Gain,4,53,3,3,9
92,187,15,34,58.6251126037375,Weight Loss,5,283,3,2,13
101,195,28,39,47.50601792812218,Weight Loss,4,207,2,2,15
103,193,19,27,50.70595441780456,Weight Loss,5,271,2,3,15
90,183,22,32,48.78565729936492,Weight Loss,5,215,3,3,16
75,164,33,36,62.86277436758867,Weight Gain,3,41,4,3,9
69,195,11,22,64.42010367279283,Muscle Gain,4,81,4,3,11
97,177,30,32,59.401563213560046,Weight Gain,3,31,3,4,8
68,169,32,27,62.01236417054543,Muscle Gain,5,56,5,4,6
101,193,12,29,55.864219742776086,Weight Gain,4,24,3,3,9
68,173,19,23,64.79682763911137,Weight Gain,5,37,3,4,7
69,159,33,35,61.39035209501173,Weight Loss,5,277,2,2,19
53,179,22,31,64.18014173528869,Weight Loss,6,177,2,3,17
86,180,19,37,64.06584792732579,Weight Gain,4,28,3,4,8
72,150,32,29,50.20566394330047,Weight Gain,4,33,3,3,6
86,167,10,23,53.55385818232409,Weight Loss,6,169,3,3,16
64,174,27,25,64.62656582276885,Weight Gain,4,37,3,3,9
103,171,28,31,59.10040069737623,Muscle Gain,4,67,4,3,11
85,173,18,37,60.4629720166298,Weight Gain,3,56,4,4,6
105,198,33,37,64.01100743887513,Muscle Gain,4,60,5,4,8
101,156,21,38,62.126003873942906,Weight Gain,3,25,4,3,8
99,178,31,25,53.02650887882448,Weight Gain,5,41,3,3,9
105,151,18,32,46.0904511775656,Weight Loss,4,262,3,3,13
98,181,19,20,52.744357141584096,Muscle Gain,4,39,4,3,6
78,152,23,20,56.6358252955542,Weight Loss,6,283,3,3,19
104,156,19,22,46.3283280896287,Weight Loss,4,234,3,2,15
67,173,32,31,49.0495712828276,Weight Gain,4,39,4,4,7
80,182,31,23,63.756339304651235,Weight Loss,5,279,2,2,19
50,155,16,35,46.832764103514556,Muscle Gain,6,68,5,4,6
98,173,24,22,45.9045926184043,Weight Loss,5,186,3,3,13
55,155,29,34,47.80534426918338,Weight Gain,4,61,3,3,7
96,175,11,29,58.85616787698201,Weight Gain,3,24,3,3,6
84,168,32,32,64.22207749941073,Weight Gain,4,43,3,3,9
54,178,31,36,63.70324021493556,Weight Gain,4,37,3,3,6
93,155,10,35,64.91982101892211,Weight Gain,4,28,3,3,6
101,187,10,26,55.091539357856014,Muscle Gain,5,84,5,4,8
62,169,34,28,48.795271162920216,Weight Gain,5,48,3,4,6
51,164,26,35,53.53804174645674,Weight Gain,5,20,3,4,9
53,152,19,31,51.22410718656616,Weight Gain,3,52,4,4,7
83,189,33,36,50.438590749149746,Weight Gain,5,53,3,3,6
95,166,11,27,51.78347240004488,Muscle Gain,6,73,5,3,11
101,157,17,30,50.869571547180286,Weight Gain,4,38,3,4,8
105,180,29,28,59.93540889238858,Muscle Gain,5,32,5,3,9
52,184,28,30,59.77305301176284,Weight Gain,4,53,4,4,9
73,175,12,30,55.79013147968591,Weight Loss,5,187,3,2,16
54,169,23,32,64.13776885265932,Weight Loss,5,235,2,2,17
100,189,12,33,51.476992614916895,Weight Loss,5,261,2,2,19
106,174,33,25,55.72859091796715,Weight Loss,5,194,3,3,15
78,192,13,35,47.30638066475754,Weight Loss,5,241,3,2,13
67,197,25,29,51.7805709948782,Weight Loss,6,189,2,3,14
84,199,17,27,48.653896254227654,Muscle Gain,4,71,5,3,6
105,197,18,29,51.122973018371496,Weight Gain,3,25,4,4,6
93,189,12,32,55.79896454442769,Weight Loss,5,251,3,3,17
76,166,24,39,49.615367799607085,Weight Gain,4,24,4,4,8
94,177,27,21,45.64324949954101,Weight Loss,5,254,3,3,19
51,190,27,36,54.15818813929431,Muscle Gain,4,40,4,4,11
98,183,27,29,46.58943331708989,Muscle Gain,5,37,4,3,9
83,180,32,26,49.62280684019695,Weight Loss,5,232,2,2,13
89,188,18,29,53.213524965654,Muscle Gain,4,58,5,4,6
106,183,24,36,62.656235977347414,Muscle Gain,4,79,4,4,11
50,155,14,21,59.525729280362405,Muscle Gain,4,38,5,3,8
62,161,14,21,50.535601629315494,Muscle Gain,4,83,4,4,10
95,159,31,27,63.70153231960937,Weight Loss,5,300,2,3,17
76,189,27,28,52.878659572924946,Weight Gain,4,21,3,3,7
105,188,30,37,56.52458823555868,Weight Gain,5,51,3,4,9
81,162,24,37,61.65686185733675,Muscle Gain,5,53,5,4,6
54,184,24,33,51.43782685067928,Weight Loss,5,292,3,3,12
60,162,34,26,52.73998118508618,Weight Loss,4,261,2,3,15
51,152,23,27,45.68664342285707,Muscle Gain,5,38,5,3,6
68,168,18,26,53.883451695356214,Weight Gain,3,27,3,4,6
55,167,17,34,59.17908246856844,Weight Gain,4,62,3,4,9
78,151,11,26,56.853172957708935,Weight Gain,4,29,3,3,9
57,168,18,23,53.226924977630006,Muscle Gain,5,63,5,4,10
85,185,28,38,46.66435405480141,Weight Loss,4,234,3,2,13
79,154,26,37,52.80846652387783,Weight Loss,5,204,3,2,17
51,150,34,30,59.34581362941141,Muscle Gain,4,54,5,3,7
77,167,10,34,62.93658089681414,Muscle Gain,5,65,5,4,10
69,174,30,33,57.02153598012785,Weight Gain,4,26,3,3,6
105,169,15,30,52.91822301525367,Muscle Gain,5,57,4,3,9
108,189,12,21,64.37325826293475,Weight Loss,4,266,3,3,13
51,150,29,21,63.11152117993137,Muscle Gain,4,53,5,4,8
79,180,32,20,54.137891099648556,Weight Gain,5,29,3,4,6
100,178,15,20,48.96801458491433,Weight Loss,6,232,2,2,12
80,170,12,21,51.18497035250283,Muscle Gain,5,86,4,3,8
77,161,10,39,64.80499735842399,Weight Loss,5,200,3,2,12
85,171,16,26,53.15870742108593,Weight Gain,5,40,4,4,9
103,158,12,35,63.05480922184003,Weight Loss,4,159,3,2,13
60,178,22,34,54.08124009446762,Muscle Gain,4,40,5,4,9
93,165,28,21,58.493616831570385,Weight Loss,5,263,3,2,19
72,176,20,26,49.9936212867865,Weight Loss,5,225,2,2,19
56,156,18,22,63.52124129035285,Weight Gain,4,44,4,4,7
58,175,11,30,58.949456639516,Weight Gain,3,63,4,3,6
96,157,24,20,45.79611366444175,Weight Gain,4,28,4,4,8
98,154,14,34,60.11746718674931,Muscle Gain,4,54,4,3,8
51,164,32,28,54.88548722812249,Weight Gain,5,44,3,3,6
57,167,27,36,59.96220482319871,Weight Loss,6,243,3,2,17
65,195,23,33,46.99323227110881,Weight Loss,4,198,2,3,14
91,194,31,23,47.710820261816735,Muscle Gain,6,47,5,3,7
62,182,16,26,51.37703617873165,Weight Loss,5,182,3,2,13
83,187,10,30,48.855086437740795,Muscle Gain,6,93,4,3,7
82,172,30,28,47.83205151225977,Weight Loss,5,249,3,2,16
61,156,22,32,55.622935267420246,Weight Gain,5,29,4,3,8
62,166,17,39,60.813190520912215,Weight Gain,3,61,4,4,9
99,195,25,26,49.450595649977714,Muscle Gain,5,72,4,3,10
59,180,21,39,64.87378385099338,Muscle Gain,5,47,5,3,7
99,151,11,22,62.01168939644495,Weight Gain,3,37,4,4,6
78,197,20,25,47.465112399017634,Muscle Gain,6,38,4,4,6
59,194,27,34,61.84894981615416,Weight Loss,6,169,3,3,16
109,195,12,23,52.973185750368245,Weight Loss,4,235,3,2,12
76,174,28,22,47.56270080501048,Muscle Gain,5,40,5,4,8
107,189,30,35,55.62289265129328,Weight Loss,4,218,2,2,14
82,169,10,27,62.51771442733903,Weight Gain,5,45,3,3,6
105,189,22,24,45.28542269127289,Muscle Gain,5,83,4,4,10
92,194,30,39,55.321016446835856,Weight Gain,4,60,4,3,9
55,177,32,27,50.07012377850029,Weight Gain,4,39,4,3,7
75,178,26,35,62.90807449116511,Weight Loss,4,292,3,3,19
90,193,27,24,59.40762621732789,Weight Loss,5,247,3,2,13
89,151,28,20,61.97472655507936,Weight Gain,3,59,3,3,7
80,197,31,30,51.86820227600036,Muscle Gain,6,33,5,4,10
93,177,15,33,52.16170603786756,Weight Loss,4,223,3,2,18
89,192,34,23,53.58685566741549,Weight Gain,3,58,3,4,8
79,154,27,33,45.45804322929825,Muscle Gain,6,87,4,4,6
76,182,30,27,59.145414518889105,Weight Loss,5,190,2,2,13
82,169,34,27,56.690430308763865,Weight Loss,5,286,2,3,14
67,177,12,21,59.88331524963218,Weight Gain,3,45,4,4,8
63,180,19,38,61.854382470789375,Muscle Gain,6,56,4,3,8
57,163,10,32,46.54974580271499,Weight Gain,4,27,4,3,8
54,199,34,29,50.74006211018397,Weight Gain,4,20,3,4,8
63,172,22,31,64.63221311284866,Weight Loss,4,258,3,2,16
91,196,18,33,56.525065901771846,Muscle Gain,5,49,5,4,11
54,168,28,25,56.7102808496216,Weight Loss,6,162,3,2,17
91,152,14,38,62.763558207567655,Weight Gain,3,23,4,3,9
91,183,14,20,45.519645874515604,Weight Loss,6,265,2,3,14
94,187,29,36,63.22539577967022,Weight Gain,3,20,3,3,9
82,156,31,24,56.242889090171516,Weight Loss,6,245,2,3,13
109,168,29,26,60.109076186505156,Muscle Gain,5,50,4,3,6
102,193,11,34,63.627167344129184,Weight Gain,3,37,3,4,8
79,189,10,34,64.40328929048172,Weight Gain,4,63,3,3,9
82,154,33,36,53.402691083662006,Weight Gain,3,28,4,3,9
77,151,23,32,59.70231649680792,Weight Gain,3,20,4,3,6
59,192,28,33,51.05421138248542,Muscle Gain,5,56,5,4,11
71,168,22,29,46.26638493944642,Weight Loss,6,209,2,2,18
96,196,13,23,59.584710189367215,Weight Gain,3,42,3,3,6
71,166,23,33,49.967932174678765,Weight Gain,4,42,4,4,7
84,155,13,37,56.21854492088523,Weight Loss,5,224,3,3,19
102,164,33,28,63.53063548198207,Muscle Gain,5,73,5,4,6
59,158,28,34,57.13662857827467,Weight Gain,3,29,3,3,9
100,166,27,36,51.651469837532474,Weight Loss,4,207,3,2,19
85,180,32,25,61.32795452723141,Weight Gain,3,31,3,3,7
106,153,20,27,62.503744269174575,Weight Gain,5,45,3,3,9
85,194,29,36,45.36410606206397,Muscle Gain,4,47,5,4,8
92,184,21,20,57.327398622691646,Weight Loss,5,195,3,2,18
71,172,23,31,50.131464519800936,Muscle Gain,5,87,4,3,6
92,177,15,28,62.46738879298837,Weight Gain,3,57,4,3,8
105,166,26,22,57.902064103158665,Muscle Gain,4,46,4,4,7
71,187,33,28,56.882711679475904,Weight Loss,5,283,2,3,19
