weight,height,body_fat,muscle_mass,water_perc,bmr,goal,calories,protein,carbs,fat
81,159,18,32,42.39,1835,Weight Gain,2335,145.94,291.88,64.86
53,173,12,22,28.56,2168,Weight Gain,2668,166.75,333.5,74.11
84,180,33,31,45.06,1760,Weight Gain,2260,141.25,282.5,62.78
63,162,15,36,30.65,1540,Muscle Gain,1840,161.0,207.0,40.89
66,190,11,32,35.1,2119,Muscle Gain,2419,211.66,272.14,53.76
108,175,31,34,51.56,2134,Muscle Gain,2434,212.97,273.82,54.09
109,161,33,24,64.16,1850,Weight Loss,1350,135.0,101.25,45.0
90,194,21,32,56.97,1652,Weight Loss,1152,115.2,86.4,38.4
89,165,22,22,48.49,1816,Weight Gain,2316,144.75,289.5,64.33
60,156,30,29,34.58,1461,Muscle Gain,1761,154.09,198.11,39.13
57,180,20,32,31.26,1365,Weight Gain,1865,116.56,233.12,51.81
90,181,29,21,45.15,1695,Muscle Gain,1995,174.56,224.44,44.33
88,166,22,30,42.48,1390,Weight Gain,1890,118.12,236.25,52.5
55,187,11,39,26.0,2063,Weight Loss,1563,156.3,117.22,52.1
78,157,14,36,45.18,2089,Weight Gain,2589,161.81,323.62,71.92
96,154,16,37,55.47,1672,Weight Loss,1172,117.2,87.9,39.07
79,180,19,34,37.66,1987,Weight Gain,2487,155.44,310.88,69.08
72,182,25,25,34.5,1967,Weight Gain,2467,154.19,308.38,68.53
79,162,18,35,37.24,1674,Weight Loss,1174,117.4,88.05,39.13
88,194,29,32,40.47,1427,Muscle Gain,1727,151.11,194.29,38.38
91,196,30,25,47.99,2037,Weight Loss,1537,153.7,115.27,51.23
64,181,25,38,38.22,1648,Weight Gain,2148,134.25,268.5,59.67
107,188,13,22,65.04,1328,Muscle Gain,1628,142.45,183.15,36.18
82,187,20,20,50.62,2034,Weight Gain,2534,158.38,316.75,70.39
95,151,13,30,55.69,1422,Weight Loss,922,92.2,69.15,30.73
84,184,16,20,53.12,1785,Muscle Gain,2085,182.44,234.56,46.33
100,151,27,31,56.85,1880,Weight Loss,1380,138.0,103.5,46.0
51,183,15,29,25.76,1975,Weight Gain,2475,154.69,309.38,68.75
70,198,24,25,44.29,1686,Weight Gain,2186,136.62,273.25,60.72
54,195,30,32,31.85,1554,Weight Gain,2054,128.38,256.75,57.06
57,154,24,35,26.1,1720,Muscle Gain,2020,176.75,227.25,44.89
101,196,22,35,54.73,1448,Weight Gain,1948,121.75,243.5,54.11
103,176,15,25,63.63,1755,Weight Loss,1255,125.5,94.12,41.83
102,156,15,27,64.49,2152,Weight Gain,2652,165.75,331.5,73.67
95,180,27,35,53.82,1905,Weight Gain,2405,150.31,300.62,66.81
59,178,31,35,36.81,1664,Weight Gain,2164,135.25,270.5,60.11
86,171,16,28,53.15,2147,Weight Gain,2647,165.44,330.88,73.53
77,197,15,33,50.02,1804,Weight Loss,1304,130.4,97.8,43.47
106,176,33,32,48.26,2116,Muscle Gain,2416,211.4,271.8,53.69
77,177,17,24,48.4,1341,Weight Loss,841,84.1,63.07,28.03
76,195,11,28,47.25,1428,Muscle Gain,1728,151.2,194.4,38.4
59,191,29,22,33.66,1613,Weight Gain,2113,132.06,264.12,58.69
102,151,27,21,47.05,2104,Muscle Gain,2404,210.35,270.45,53.42
73,197,29,20,33.13,2062,Weight Loss,1562,156.2,117.15,52.07
102,194,18,34,61.99,2122,Muscle Gain,2422,211.92,272.48,53.82
73,171,21,32,46.21,1748,Muscle Gain,2048,179.2,230.4,45.51
59,184,33,23,37.31,1315,Muscle Gain,1615,141.31,181.69,35.89
66,164,25,34,38.72,2078,Weight Loss,1578,157.8,118.35,52.6
64,175,28,23,34.53,1782,Weight Loss,1282,128.2,96.15,42.73
59,160,27,21,30.03,1477,Muscle Gain,1777,155.49,199.91,39.49
56,188,12,31,28.18,1837,Weight Loss,1337,133.7,100.27,44.57
86,197,24,21,54.3,1754,Weight Gain,2254,140.88,281.75,62.61
102,185,22,20,55.47,1846,Weight Gain,2346,146.62,293.25,65.17
103,185,34,35,55.06,1876,Weight Loss,1376,137.6,103.2,45.87
100,171,33,30,59.67,1656,Weight Loss,1156,115.6,86.7,38.53
85,185,13,23,42.28,1765,Weight Gain,2265,141.56,283.12,62.92
65,190,27,21,38.05,1683,Muscle Gain,1983,173.51,223.09,44.07
96,188,31,36,60.31,1970,Muscle Gain,2270,198.62,255.38,50.44
58,180,23,36,28.0,2055,Weight Gain,2555,159.69,319.38,70.97
63,182,12,26,30.01,1813,Muscle Gain,2113,184.89,237.71,46.96
90,168,14,37,47.39,1439,Weight Loss,939,93.9,70.42,31.3
56,163,32,31,28.68,1636,Weight Gain,2136,133.5,267.0,59.33
91,181,19,30,44.13,2112,Weight Gain,2612,163.25,326.5,72.56
58,198,10,23,26.88,1308,Weight Gain,1808,113.0,226.0,50.22
106,178,27,33,55.11,1689,Weight Gain,2189,136.81,273.62,60.81
78,164,13,37,42.24,1471,Muscle Gain,1771,154.96,199.24,39.36
65,160,23,22,34.52,1361,Weight Gain,1861,116.31,232.62,51.69
87,194,19,37,55.03,1831,Weight Gain,2331,145.69,291.38,64.75
97,174,34,25,45.14,2186,Weight Gain,2686,167.88,335.75,74.61
82,177,29,24,38.28,1397,Weight Loss,897,89.7,67.27,29.9
103,154,22,28,47.62,1588,Weight Gain,2088,130.5,261.0,58.0
52,179,27,31,31.53,1773,Weight Loss,1273,127.3,95.47,42.43
79,158,11,22,45.5,1836,Muscle Gain,2136,186.9,240.3,47.47
62,188,21,22,38.08,1692,Weight Gain,2192,137.0,274.0,60.89
103,190,21,31,62.55,1651,Weight Gain,2151,134.44,268.88,59.75
62,195,14,29,36.69,2067,Muscle Gain,2367,207.11,266.29,52.6
74,183,14,26,35.19,2185,Muscle Gain,2485,217.44,279.56,55.22
52,162,12,25,31.68,1997,Weight Loss,1497,149.7,112.27,49.9
91,161,26,23,51.95,2170,Weight Gain,2670,166.88,333.75,74.17
75,167,30,23,35.15,1857,Weight Gain,2357,147.31,294.62,65.47
102,179,27,30,60.92,2191,Weight Gain,2691,168.19,336.38,74.75
57,183,34,34,36.59,1575,Weight Loss,1075,107.5,80.62,35.83
68,154,20,34,30.86,1510,Muscle Gain,1810,158.38,203.62,40.22
76,189,28,37,34.31,1466,Weight Loss,966,96.6,72.45,32.2
82,168,14,38,41.31,1827,Muscle Gain,2127,186.11,239.29,47.27
56,175,21,27,27.85,2031,Weight Loss,1531,153.1,114.83,51.03
54,198,14,34,33.66,1972,Muscle Gain,2272,198.8,255.6,50.49
72,182,20,37,35.34,2097,Weight Gain,2597,162.31,324.62,72.14
65,162,16,20,35.49,2052,Weight Gain,2552,159.5,319.0,70.89
51,198,15,33,32.18,1405,Weight Gain,1905,119.06,238.12,52.92
76,190,17,29,35.44,1745,Weight Loss,1245,124.5,93.38,41.5
107,155,23,25,58.57,1951,Muscle Gain,2251,196.96,253.24,50.02
63,171,28,35,33.09,1900,Weight Loss,1400,140.0,105.0,46.67
70,190,19,28,33.8,2197,Weight Loss,1697,169.7,127.27,56.57
62,183,28,21,29.45,1430,Muscle Gain,1730,151.38,194.62,38.44
91,155,32,35,52.44,1702,Muscle Gain,2002,175.17,225.22,44.49
67,188,18,39,43.04,2134,Muscle Gain,2434,212.97,273.82,54.09
106,179,13,24,68.32,1903,Muscle Gain,2203,192.76,247.84,48.96
78,167,21,32,43.04,1592,Weight Loss,1092,109.2,81.9,36.4
65,197,33,22,36.18,1438,Muscle Gain,1738,152.07,195.53,38.62
107,195,12,35,54.17,2127,Muscle Gain,2427,212.36,273.04,53.93
91,190,20,35,56.95,1491,Muscle Gain,1791,156.71,201.49,39.8
51,173,32,21,29.89,2182,Weight Gain,2682,167.62,335.25,74.5
78,152,23,35,35.8,1622,Weight Gain,2122,132.62,265.25,58.94
75,167,18,25,45.3,2060,Weight Loss,1560,156.0,117.0,52.0
70,176,19,25,38.78,1855,Weight Loss,1355,135.5,101.62,45.17
66,189,29,22,40.6,2015,Weight Gain,2515,157.19,314.38,69.86
105,195,31,24,53.32,1566,Weight Loss,1066,106.6,79.95,35.53
84,176,26,21,46.83,1972,Muscle Gain,2272,198.8,255.6,50.49
79,195,14,38,50.72,1330,Muscle Gain,1630,142.62,183.38,36.22
72,151,17,28,32.61,1301,Muscle Gain,1601,140.09,180.11,35.58
86,170,14,39,48.02,2160,Muscle Gain,2460,215.25,276.75,54.67
87,169,27,21,52.47,1325,Weight Gain,1825,114.06,228.12,50.69
90,152,10,20,43.6,1312,Muscle Gain,1612,141.05,181.35,35.82
61,197,34,38,35.3,1905,Weight Loss,1405,140.5,105.38,46.83
83,171,16,32,37.87,1686,Weight Loss,1186,118.6,88.95,39.53
69,180,14,27,41.45,1499,Weight Gain,1999,124.94,249.88,55.53
69,165,27,39,36.82,2176,Weight Gain,2676,167.25,334.5,74.33
88,174,23,35,55.0,1948,Weight Gain,2448,153.0,306.0,68.0
72,199,22,37,42.43,2130,Weight Loss,1630,163.0,122.25,54.33
71,165,18,29,44.36,1604,Weight Gain,2104,131.5,263.0,58.44
56,153,14,35,30.25,1773,Weight Gain,2273,142.06,284.12,63.14
78,172,30,33,44.17,2100,Weight Loss,1600,160.0,120.0,53.33
70,166,32,30,44.8,1697,Weight Loss,1197,119.7,89.77,39.9
69,179,28,26,35.76,1765,Muscle Gain,2065,180.69,232.31,45.89
95,182,16,27,50.42,2000,Weight Gain,2500,156.25,312.5,69.44
66,168,15,22,37.68,1845,Weight Loss,1345,134.5,100.88,44.83
53,159,19,30,27.08,1517,Weight Loss,1017,101.7,76.27,33.9
79,198,25,26,40.66,1315,Weight Gain,1815,113.44,226.88,50.42
61,184,26,37,31.46,2084,Weight Loss,1584,158.4,118.8,52.8
55,173,29,21,25.59,1736,Weight Loss,1236,123.6,92.7,41.2
87,152,29,25,44.13,1866,Weight Loss,1366,136.6,102.45,45.53
86,155,22,21,48.73,1536,Weight Gain,2036,127.25,254.5,56.56
106,163,31,26,55.17,1933,Muscle Gain,2233,195.39,251.21,49.62
73,180,19,36,40.43,1719,Weight Gain,2219,138.69,277.38,61.64
97,173,22,39,54.22,1336,Weight Gain,1836,114.75,229.5,51.0
58,184,17,39,34.55,1385,Muscle Gain,1685,147.44,189.56,37.44
79,177,12,30,51.34,2098,Weight Loss,1598,159.8,119.85,53.27
97,188,13,38,46.58,1714,Muscle Gain,2014,176.22,226.58,44.76
86,186,24,37,42.05,1663,Weight Gain,2163,135.19,270.38,60.08
69,164,29,23,40.7,1465,Muscle Gain,1765,154.44,198.56,39.22
108,175,28,30,58.78,2005,Muscle Gain,2305,201.69,259.31,51.22
57,178,20,24,34.27,1861,Weight Gain,2361,147.56,295.12,65.58
103,159,12,28,65.84,2002,Muscle Gain,2302,201.42,258.98,51.16
102,188,23,30,46.56,1320,Weight Gain,1820,113.75,227.5,50.56
92,164,28,35,56.78,1999,Weight Gain,2499,156.19,312.38,69.42
72,162,14,23,33.29,1820,Weight Loss,1320,132.0,99.0,44.0
100,184,14,37,46.06,1542,Weight Loss,1042,104.2,78.15,34.73
66,192,11,25,36.66,1366,Weight Loss,866,86.6,64.95,28.87
51,151,24,36,28.04,1521,Weight Gain,2021,126.31,252.62,56.14
93,179,26,33,48.55,1643,Weight Gain,2143,133.94,267.88,59.53
76,167,33,24,35.73,2169,Weight Gain,2669,166.81,333.62,74.14
89,196,24,30,51.42,1323,Weight Loss,823,82.3,61.72,27.43
67,193,21,30,31.12,1679,Muscle Gain,1979,173.16,222.64,43.98
72,170,11,30,41.76,1974,Weight Loss,1474,147.4,110.55,49.13
91,177,27,33,48.27,1579,Weight Gain,2079,129.94,259.88,57.75
103,194,30,27,51.37,1399,Weight Loss,899,89.9,67.42,29.97
82,198,11,27,42.91,1986,Weight Gain,2486,155.38,310.75,69.06
106,186,11,26,62.69,1391,Muscle Gain,1691,147.96,190.24,37.58
88,177,23,37,56.42,1789,Weight Gain,2289,143.06,286.12,63.58
93,197,34,26,51.03,1496,Muscle Gain,1796,157.15,202.05,39.91
93,180,24,29,59.93,1894,Muscle Gain,2194,191.97,246.83,48.76
89,152,32,26,51.9,1754,Weight Gain,2254,140.88,281.75,62.61
83,191,28,28,49.91,1509,Weight Loss,1009,100.9,75.67,33.63
97,194,19,39,45.42,2092,Muscle Gain,2392,209.3,269.1,53.16
88,164,25,27,41.63,1623,Muscle Gain,1923,168.26,216.34,42.73
68,177,30,34,44.07,2051,Weight Gain,2551,159.44,318.88,70.86
68,179,31,22,33.19,1765,Muscle Gain,2065,180.69,232.31,45.89
97,151,21,25,45.54,1520,Muscle Gain,1820,159.25,204.75,40.44
79,151,18,34,36.59,1524,Weight Gain,2024,126.5,253.0,56.22
83,193,32,27,41.59,1743,Weight Loss,1243,124.3,93.22,41.43
96,155,21,27,58.63,1779,Muscle Gain,2079,181.91,233.89,46.2
50,192,29,20,26.94,2099,Weight Loss,1599,159.9,119.92,53.3
66,157,34,29,35.67,1675,Muscle Gain,1975,172.81,222.19,43.89
84,199,16,34,43.17,1895,Weight Gain,2395,149.69,299.38,66.53
74,152,32,33,44.02,1601,Weight Gain,2101,131.31,262.62,58.36
60,197,17,26,32.82,1860,Weight Gain,2360,147.5,295.0,65.56
87,157,31,24,45.7,2107,Weight Gain,2607,162.94,325.88,72.42
81,164,21,36,50.85,2177,Weight Gain,2677,167.31,334.62,74.36
65,178,18,20,41.38,1504,Weight Loss,1004,100.4,75.3,33.47
107,170,14,29,62.81,1414,Weight Loss,914,91.4,68.55,30.47
62,150,29,34,28.91,1821,Weight Loss,1321,132.1,99.08,44.03
98,190,12,30,53.25,1988,Weight Loss,1488,148.8,111.6,49.6
74,160,31,23,40.83,1517,Weight Gain,2017,126.06,252.12,56.03
88,189,10,23,55.45,2079,Muscle Gain,2379,208.16,267.64,52.87
62,180,15,30,37.89,2119,Muscle Gain,2419,211.66,272.14,53.76
71,178,20,20,35.76,1491,Muscle Gain,1791,156.71,201.49,39.8
88,161,16,26,55.81,1539,Weight Gain,2039,127.44,254.88,56.64
89,158,18,21,56.87,1738,Muscle Gain,2038,178.32,229.28,45.29
85,174,33,31,42.33,1440,Muscle Gain,1740,152.25,195.75,38.67
78,199,24,27,42.96,1575,Weight Gain,2075,129.69,259.38,57.64
61,186,18,27,34.85,1569,Muscle Gain,1869,163.54,210.26,41.53
74,162,32,32,45.55,1539,Weight Gain,2039,127.44,254.88,56.64
92,154,22,30,41.91,1398,Muscle Gain,1698,148.57,191.03,37.73
88,156,15,22,57.06,1978,Weight Loss,1478,147.8,110.85,49.27
104,199,31,27,55.4,1902,Weight Loss,1402,140.2,105.15,46.73
95,166,19,31,48.03,1681,Muscle Gain,1981,173.34,222.86,44.02
97,157,32,29,52.19,1875,Muscle Gain,2175,190.31,244.69,48.33
78,199,29,35,36.03,1830,Weight Gain,2330,145.62,291.25,64.72
87,178,18,23,39.98,2111,Muscle Gain,2411,210.96,271.24,53.58
66,164,18,26,35.31,1695,Weight Loss,1195,119.5,89.62,39.83
88,167,24,25,57.0,1726,Muscle Gain,2026,177.27,227.93,45.02
83,187,33,24,53.08,1691,Weight Loss,1191,119.1,89.33,39.7
81,175,29,30,40.53,1932,Weight Loss,1432,143.2,107.4,47.73
77,155,29,24,40.48,1613,Muscle Gain,1913,167.39,215.21,42.51
78,165,31,33,46.23,1819,Muscle Gain,2119,185.41,238.39,47.09
69,163,16,24,38.49,1630,Weight Gain,2130,133.12,266.25,59.17
89,182,31,31,55.02,2189,Weight Loss,1689,168.9,126.67,56.3
103,172,23,26,47.64,2000,Muscle Gain,2300,201.25,258.75,51.11
108,187,29,21,69.81,1427,Weight Gain,1927,120.44,240.88,53.53
66,159,12,39,38.97,1344,Muscle Gain,1644,143.85,184.95,36.53
108,198,13,29,58.3,2137,Muscle Gain,2437,213.24,274.16,54.16
90,196,11,23,49.81,2043,Weight Gain,2543,158.94,317.88,70.64
61,170,17,38,35.13,1480,Muscle Gain,1780,155.75,200.25,39.56
68,196,15,35,37.28,1991,Muscle Gain,2291,200.46,257.74,50.91
88,198,26,31,40.76,2138,Weight Gain,2638,164.88,329.75,73.28
104,150,26,23,56.03,1927,Muscle Gain,2227,194.86,250.54,49.49
74,156,19,36,47.55,1626,Weight Loss,1126,112.6,84.45,37.53
56,173,20,28,26.15,1746,Weight Loss,1246,124.6,93.45,41.53
62,172,28,29,39.35,1643,Weight Loss,1143,114.3,85.72,38.1
61,183,16,30,33.65,1427,Weight Gain,1927,120.44,240.88,53.53
62,180,11,26,40.06,1374,Weight Gain,1874,117.12,234.25,52.06
88,153,20,21,56.49,1722,Weight Loss,1222,122.2,91.65,40.73
86,166,30,31,51.35,1913,Weight Loss,1413,141.3,105.97,47.1
86,151,18,30,54.63,1872,Weight Gain,2372,148.25,296.5,65.89
56,188,28,25,30.8,2174,Muscle Gain,2474,216.47,278.32,54.98
51,168,13,25,31.16,1464,Weight Loss,964,96.4,72.3,32.13
77,179,16,28,35.98,1426,Weight Loss,926,92.6,69.45,30.87
100,155,27,29,53.84,1780,Weight Loss,1280,128.0,96.0,42.67
62,186,29,20,28.01,1765,Weight Loss,1265,126.5,94.88,42.17
63,180,26,33,37.86,2120,Weight Loss,1620,162.0,121.5,54.0
71,174,11,24,34.65,1305,Weight Loss,805,80.5,60.38,26.83
62,186,32,26,27.97,1569,Weight Loss,1069,106.9,80.17,35.63
70,195,25,33,44.38,1639,Weight Loss,1139,113.9,85.42,37.97
77,157,33,22,48.23,1652,Weight Gain,2152,134.5,269.0,59.78
64,171,19,37,34.4,1412,Muscle Gain,1712,149.8,192.6,38.04
62,182,14,32,37.7,1683,Weight Gain,2183,136.44,272.88,60.64
73,152,24,38,45.32,1905,Muscle Gain,2205,192.94,248.06,49.0
97,163,21,31,61.51,1700,Weight Loss,1200,120.0,90.0,40.0
70,172,29,30,38.78,2037,Weight Gain,2537,158.56,317.12,70.47
59,192,15,23,37.6,1854,Muscle Gain,2154,188.47,242.33,47.87
72,176,34,32,33.22,1620,Weight Gain,2120,132.5,265.0,58.89
99,171,18,34,54.48,1350,Weight Gain,1850,115.62,231.25,51.39
55,184,19,20,33.75,1847,Weight Gain,2347,146.69,293.38,65.19
61,187,20,31,34.23,1850,Muscle Gain,2150,188.12,241.88,47.78
60,185,29,20,38.16,1724,Weight Gain,2224,139.0,278.0,61.78
105,173,18,28,55.8,1685,Weight Gain,2185,136.56,273.12,60.69
64,152,20,25,40.25,2130,Muscle Gain,2430,212.62,273.38,54.0
64,194,29,29,31.23,1356,Weight Gain,1856,116.0,232.0,51.56
99,156,24,37,53.22,1916,Weight Gain,2416,151.0,302.0,67.11
89,169,11,30,44.52,1905,Weight Gain,2405,150.31,300.62,66.81
54,160,10,21,28.18,1766,Weight Gain,2266,141.62,283.25,62.94
70,169,32,23,36.15,2089,Weight Gain,2589,161.81,323.62,71.92
50,179,10,33,31.23,2014,Muscle Gain,2314,202.47,260.32,51.42
104,162,25,32,52.07,1837,Weight Gain,2337,146.06,292.12,64.92
65,187,23,20,32.28,1462,Muscle Gain,1762,154.17,198.22,39.16
78,186,26,26,39.74,1584,Muscle Gain,1884,164.85,211.95,41.87
52,159,19,33,27.72,1853,Weight Gain,2353,147.06,294.12,65.36
81,181,19,38,42.26,1552,Weight Gain,2052,128.25,256.5,57.0
91,151,26,26,41.02,1390,Weight Loss,890,89.0,66.75,29.67
71,183,23,36,43.29,1639,Weight Loss,1139,113.9,85.42,37.97
68,185,17,32,31.94,1404,Weight Gain,1904,119.0,238.0,52.89
67,161,19,30,30.32,1945,Muscle Gain,2245,196.44,252.56,49.89
97,196,16,35,49.3,2196,Muscle Gain,2496,218.4,280.8,55.47
86,188,28,24,39.3,1491,Weight Gain,1991,124.44,248.88,55.31
71,157,10,21,43.41,1831,Weight Gain,2331,145.69,291.38,64.75
92,159,33,23,53.63,1888,Weight Loss,1388,138.8,104.1,46.27
62,167,33,21,29.67,1869,Muscle Gain,2169,189.79,244.01,48.2
58,177,12,26,31.63,2132,Weight Gain,2632,164.5,329.0,73.11
70,158,24,34,45.5,2136,Weight Loss,1636,163.6,122.7,54.53
107,171,18,26,51.88,1535,Weight Loss,1035,103.5,77.62,34.5
76,190,15,21,49.39,1359,Weight Loss,859,85.9,64.42,28.63
98,182,28,25,45.36,1468,Weight Gain,1968,123.0,246.0,54.67
78,163,13,23,44.63,1819,Weight Gain,2319,144.94,289.88,64.42
85,197,30,23,49.06,1769,Muscle Gain,2069,181.04,232.76,45.98
89,187,19,24,48.12,2149,Weight Gain,2649,165.56,331.12,73.58
91,188,27,20,49.72,1364,Muscle Gain,1664,145.6,187.2,36.98
53,169,19,28,33.83,1409,Weight Loss,909,90.9,68.17,30.3
83,188,19,39,43.96,1812,Weight Loss,1312,131.2,98.4,43.73
65,164,26,35,31.69,1956,Weight Loss,1456,145.6,109.2,48.53
83,162,23,30,47.77,1398,Weight Loss,898,89.8,67.35,29.93
108,180,26,34,69.29,1819,Weight Loss,1319,131.9,98.92,43.97
62,199,14,25,28.55,1319,Weight Loss,819,81.9,61.42,27.3
51,186,10,23,28.41,2189,Weight Loss,1689,168.9,126.67,56.3
52,158,31,31,28.81,1342,Weight Gain,1842,115.12,230.25,51.17
79,171,15,37,48.37,2005,Weight Gain,2505,156.56,313.12,69.58
65,161,10,27,41.36,1826,Weight Loss,1326,132.6,99.45,44.2
93,157,19,33,48.61,1446,Muscle Gain,1746,152.77,196.43,38.8
87,160,30,30,55.99,2088,Weight Gain,2588,161.75,323.5,71.89
106,199,19,21,49.51,1500,Weight Gain,2000,125.0,250.0,55.56
100,180,19,23,55.15,1625,Weight Gain,2125,132.81,265.62,59.03
53,175,24,35,27.94,1574,Weight Loss,1074,107.4,80.55,35.8
100,198,15,30,59.71,1452,Muscle Gain,1752,153.3,197.1,38.93
56,175,33,38,34.32,1725,Weight Loss,1225,122.5,91.88,40.83
85,172,24,32,43.6,2005,Weight Loss,1505,150.5,112.88,50.17
77,162,12,28,35.93,1384,Weight Gain,1884,117.75,235.5,52.33
83,157,18,35,40.55,1395,Weight Gain,1895,118.44,236.88,52.64
89,177,14,28,40.22,1629,Muscle Gain,1929,168.79,217.01,42.87
53,184,19,34,33.73,1849,Weight Loss,1349,134.9,101.17,44.97
66,165,12,21,38.4,1980,Muscle Gain,2280,199.5,256.5,50.67
78,167,29,34,46.89,1609,Muscle Gain,1909,167.04,214.76,42.42
107,189,19,37,57.18,1552,Muscle Gain,1852,162.05,208.35,41.16
57,177,17,22,28.64,2153,Weight Loss,1653,165.3,123.97,55.1
85,166,23,38,44.66,2161,Weight Loss,1661,166.1,124.57,55.37
61,186,20,39,30.08,1986,Weight Gain,2486,155.38,310.75,69.06
60,157,13,31,34.38,1346,Weight Gain,1846,115.38,230.75,51.28
93,197,25,39,52.38,2135,Muscle Gain,2435,213.06,273.94,54.11
62,158,13,31,31.39,2115,Weight Gain,2615,163.44,326.88,72.64
87,191,22,26,46.58,1574,Muscle Gain,1874,163.97,210.83,41.64
98,162,22,21,53.86,2016,Weight Gain,2516,157.25,314.5,69.89
58,182,23,35,26.64,1651,Weight Loss,1151,115.1,86.33,38.37
66,173,22,34,29.97,1749,Weight Loss,1249,124.9,93.67,41.63
81,192,17,39,36.56,1567,Weight Gain,2067,129.19,258.38,57.42
65,198,20,36,36.16,1588,Weight Gain,2088,130.5,261.0,58.0
108,161,24,37,55.04,1809,Muscle Gain,2109,184.54,237.26,46.87
63,179,10,32,36.67,1498,Muscle Gain,1798,157.32,202.28,39.96
101,191,23,25,58.43,1548,Weight Gain,2048,128.0,256.0,56.89
93,160,34,39,56.2,1612,Muscle Gain,1912,167.3,215.1,42.49
51,171,29,20,32.49,1857,Weight Loss,1357,135.7,101.77,45.23
83,172,14,27,39.96,1475,Weight Loss,975,97.5,73.12,32.5
101,164,10,22,47.13,2081,Weight Gain,2581,161.31,322.62,71.69
96,190,27,22,56.75,1786,Muscle Gain,2086,182.52,234.68,46.36
50,176,34,30,30.81,1882,Muscle Gain,2182,190.92,245.47,48.49
106,178,24,22,65.42,2186,Weight Gain,2686,167.88,335.75,74.61
69,186,12,28,42.17,1466,Weight Gain,1966,122.88,245.75,54.61
51,172,32,35,25.41,2118,Weight Loss,1618,161.8,121.35,53.93
87,185,10,37,55.85,1692,Weight Loss,1192,119.2,89.4,39.73
89,194,24,30,53.09,1495,Weight Loss,995,99.5,74.62,33.17
73,185,28,28,37.0,1447,Weight Gain,1947,121.69,243.38,54.08
90,194,21,30,55.55,1701,Weight Gain,2201,137.56,275.12,61.14
93,197,14,39,46.8,1704,Weight Loss,1204,120.4,90.3,40.13
60,158,27,22,35.75,1988,Weight Gain,2488,155.5,311.0,69.11
50,166,34,27,30.79,1916,Muscle Gain,2216,193.9,249.3,49.24
68,172,18,37,42.67,1685,Weight Gain,2185,136.56,273.12,60.69
95,150,34,35,43.04,1471,Weight Gain,1971,123.19,246.38,54.75
78,173,24,34,35.64,1717,Weight Gain,2217,138.56,277.12,61.58
76,159,12,36,34.4,1834,Weight Gain,2334,145.88,291.75,64.83
102,191,10,23,57.61,2035,Weight Loss,1535,153.5,115.12,51.17
98,175,26,26,50.68,1971,Muscle Gain,2271,198.71,255.49,50.47
62,151,28,32,36.01,1486,Weight Gain,1986,124.12,248.25,55.17
64,159,18,28,40.62,1327,Weight Loss,827,82.7,62.02,27.57
66,180,21,29,37.52,2065,Weight Loss,1565,156.5,117.38,52.17
67,196,15,26,42.07,1403,Weight Loss,903,90.3,67.72,30.1
63,193,32,29,30.76,1634,Muscle Gain,1934,169.22,217.58,42.98
56,190,19,29,35.07,1594,Weight Gain,2094,130.88,261.75,58.17
86,152,27,30,41.99,2119,Weight Loss,1619,161.9,121.42,53.97
105,161,13,34,48.63,2173,Weight Loss,1673,167.3,125.47,55.77
77,172,22,27,42.87,1734,Weight Gain,2234,139.62,279.25,62.06
75,179,10,35,34.8,1868,Weight Gain,2368,148.0,296.0,65.78
99,192,27,26,62.6,1883,Weight Gain,2383,148.94,297.88,66.19
79,188,32,29,50.05,1664,Weight Loss,1164,116.4,87.3,38.8
80,156,18,32,48.39,2102,Weight Loss,1602,160.2,120.15,53.4
70,180,29,21,44.57,1462,Muscle Gain,1762,154.17,198.22,39.16
105,181,15,32,48.87,2099,Muscle Gain,2399,209.91,269.89,53.31
82,177,30,21,41.33,1889,Muscle Gain,2189,191.54,246.26,48.64
92,164,15,39,46.69,1767,Weight Gain,2267,141.69,283.38,62.97
87,175,27,38,51.52,1934,Weight Loss,1434,143.4,107.55,47.8
105,155,23,32,64.42,1350,Muscle Gain,1650,144.38,185.62,36.67
70,176,28,32,45.38,1675,Weight Gain,2175,135.94,271.88,60.42
93,185,19,36,60.1,1872,Muscle Gain,2172,190.05,244.35,48.27
78,153,19,22,44.34,1388,Weight Loss,888,88.8,66.6,29.6
55,175,17,22,25.99,1445,Weight Gain,1945,121.56,243.12,54.03
50,197,16,22,27.92,2108,Weight Loss,1608,160.8,120.6,53.6
100,164,17,25,63.95,1867,Muscle Gain,2167,189.61,243.79,48.16
75,188,19,25,35.44,1468,Muscle Gain,1768,154.7,198.9,39.29
79,154,32,26,47.56,1991,Weight Gain,2491,155.69,311.38,69.19
88,173,11,35,40.85,1305,Weight Gain,1805,112.81,225.62,50.14
90,185,20,24,53.36,1543,Muscle Gain,1843,161.26,207.34,40.96
76,196,34,34,37.92,1679,Weight Loss,1179,117.9,88.42,39.3
75,171,33,28,41.95,1924,Weight Gain,2424,151.5,303.0,67.33
105,167,20,35,48.79,1914,Weight Gain,2414,150.88,301.75,67.06
58,180,34,22,34.17,2081,Weight Gain,2581,161.31,322.62,71.69
74,164,11,33,46.7,2010,Weight Gain,2510,156.88,313.75,69.72
73,176,14,25,33.67,1466,Muscle Gain,1766,154.52,198.68,39.24
